Student_ID,Name,Gender,Age,Department,Region,Admission_Year,Semester_GPA,Attendance_%,Clubs,Hostel,Fee_Paid,Fee_Due,Placement_Status,Internship_Company,Exam_Date,Remarks
S5787,Fatima,F,19.0,CIVIL,North,2019,8.81,N/A,Sports,Yes,50k,NA,placed,Infosys,,Excellent
S5788,Simran,Male,200.0,it,North,2022,4.71,,Drama,,50k,5000,Placed,Google,05/11/2022,Excellent
S5789,Simran,Male,20.0,Mech,East,20-21,8.42,,None,No,50000,2000,placed,Infosys,,Good
S5790,Kiran,male,20.0,Ece,North,2021,7.31,N/A,Sports,,48880,10000,,None,2023-05-12,Poor
S5791,Zoya,F,23.0,MECH,South,2020,,94.33,music,,50k,2000,Placed,Amazon,05/11/2022,Poor
S5792,Kiran,F,18.0,MECH,East,2021,6.37,86.22,,N,50000,NA,Placed,Flipkart,,Excellent
S5793,Rohan,M,23.0,ECE,West,2022,8.4,,Coding,Y,,5000,Placed,TCS,05/11/2022,NA
S5794,Vikram,female,21.0,it,West,2021,5.83,48.54,None,No,50000,2000,Not placed,Accenture,05/11/2022,NA
S5795,Amit,male,23.0,it,nORTH,2020,7.45,92.43,Coding,N,43693,0,placed,None,,Good
S5796,Kabir A,female,18.0,Mech,West,2019,8.75,88.96,Drama,No,,0,Not placed,Infosys,2021/13/05,NA
S5797,Arjun,male,21.0,Civil,East,2019,5.53,85%,None,Y,50k,0,Placed,TCS,2023-05-12,NA
S5798,Kabir,F,19.0,Ece,South,2022,9.64,,music,No,93230,10000,placed,IBM,05/11/2022,
S5799,Rahul,F,22.0,IT,South,2020,9.7,,Coding,N,86965,0,placed,Google,2023-05-12,Poor
S5800,Kruti,M,21.0,it,South,2020,8.94,,Music,,50k,NA,Not placed,None,05/11/2022,Excellent
S5801,Joy,F,20.0,Civil,nORTH,2021,9.1,N/A,Coding,Yes,99253,0,PENDING,Wipro,2021/13/05,avg
S5802,Kruti,F,18.0,IT,North,2019,4.13,85%,Drama,Y,50000,0,,,2021/13/05,Good
S5803,Sneha,male,21.0,cse,nORTH,20-21,9.77,,Drama,N,50k,,placed,IBM,2021/13/05,NA
S5804,Meera,Female,23.0,CSE,nORTH,2019,8.64,N/A,None,,50000,NA,Placed,Google,,NA
S5805,Priya,Male,23.0,cse,East,2022,6.59,85%,Sports,Y,64726,,Placed,None,,Poor
S5806,Arjun,F,18.0,it,West,2022,4.29,,Coding,Y,50000,2000,placed,None,,NA
S5807,Neha,male,18.0,MECH,East,2022,7.79,N/A,None,No,50k,,placed,IBM,05/11/2022,avg
S5808,Rohan,Male,22.0,CIVIL,South,2020,7.31,,Music,No,95496,0,Placed,Flipkart,05/11/2022,Excellent
S5809,Zoya,male,,cse,East,2022,6.29,N/A,Sports,Y,50000,,,Flipkart,2021/13/05,Excellent
S5810,Sneha,female,200.0,IT,West,2023,9.31,N/A,Sports,,25938,,Not placed,Flipkart,05/11/2022,Poor
S5811,Jose,M,21.0,CSE,North,2020,4.59,85%,Coding,N,,,placed,Amazon,,Good
S5812,Vikram,F,20.0,ECE,East,2023,9.78,,None,Yes,63527,2000,PENDING,IBM,,Poor
S5813,Priya,male,20.0,CSE,South,2021,5.67,N/A,,Yes,50000,10000,Placed,Google,12-10-2021,Excellent
S5814,Rahul,Female,200.0,Mech,North,2023,7.67,,music,No,,,,None,2021/13/05,Excellent
S5815,Zoya,M,19.0,Civil,South,2020,9.07,N/A,,Yes,21053,0,Not placed,Accenture,2023-05-12,Good
S5816,Meera,male,23.0,CIVIL,West,2021,9.36,43.1,music,N,50000,,Not placed,TCS,,
S5817,Neha,M,,cse,North,20-21,4.8,85%,Sports,Yes,50000,,PENDING,,2021/13/05,Good
S5818,Fatima A,Female,18.0,Civil,nORTH,2022,8.94,77.77,,Yes,80750,2000,Placed,None,12-10-2021,avg
S5819,Sneha,Female,21.0,it,West,2020,8.13,N/A,None,Y,,NA,placed,IBM,2021/13/05,
S5820,Harsh,male,20.0,cse,East,2022,9.14,N/A,,Y,50k,10000,PENDING,Flipkart,,Excellent
S5821,Simran,female,18.0,CIVIL,south,2022,9.28,41.13,Coding,No,82214,NA,,Google,05/11/2022,avg
S5822,Arjun,F,23.0,Mech,West,2022,4.47,,Drama,Y,,10000,PENDING,Google,05/11/2022,
S5823,Rohan,male,18.0,MECH,South,2020,5.11,,Music,No,50k,NA,PENDING,Accenture,05/11/2022,NA
S5824,Neha,Male,23.0,CIVIL,North,2023,4.35,85%,Music,Y,50000,10000,Not placed,IBM,,NA
S5825,Rahul,Female,,it,West,2020,10.0,N/A,Coding,,,,PENDING,None,2023-05-12,
S5826,Aisha,M,20.0,MECH,south,20-21,9.37,85%,Coding,Yes,,2000,Placed,Amazon,12-10-2021,NA
S5827,Aisha,Female,19.0,cse,North,2019,5.7,N/A,Drama,Y,50000,2000,placed,Wipro,2021/13/05,NA
S5828,Meera,F,19.0,Ece,North,2023,5.48,85%,Sports,Y,21958,0,Placed,Amazon,2021/13/05,Good
S5829,Joy,Female,22.0,CIVIL,South,2020,8.38,85%,None,N,50000,5000,Placed,TCS,12-10-2021,Poor
S5830,Rohan,male,,Ece,nORTH,2019,4.61,,Drama,No,50k,0,Not placed,TCS,2023-05-12,Poor
S5831,Rahul,female,19.0,CIVIL,nORTH,2022,6.91,48.63,Sports,No,50k,,,Flipkart,05/11/2022,avg
S5832,Vikram,F,22.0,CSE,nORTH,2023,7.46,N/A,Drama,Yes,,NA,Not placed,TCS,05/11/2022,Excellent
S5833,Kruti,male,21.0,ECE,East,2022,6.75,,None,,50000,NA,,Infosys,2023-05-12,Poor
S5834,Kruti,M,22.0,CSE,West,2021,8.44,85%,None,Yes,50000,5000,PENDING,Google,,Good
S5835,Arjun,M,18.0,Civil,nORTH,2020,4.44,85%,Drama,Yes,50k,0,Placed,TCS,12-10-2021,Poor
S5836,Kruti,female,23.0,Civil,South,2022,4.54,53.84,None,Yes,,,Not placed,TCS,2023-05-12,avg
S5837,Vikram,M,20.0,Civil,East,2022,8.86,65.66,Sports,No,98256,10000,placed,Wipro,12-10-2021,
S5838,Aisha,F,200.0,Mech,South,2022,6.55,44.94,Sports,Y,35064,5000,PENDING,Wipro,05/11/2022,
S5839,Zoya,male,19.0,ECE,south,20-21,7.28,85%,Sports,N,50000,10000,placed,,,avg
S5840,Meera,Male,21.0,ECE,south,2022,9.16,82.91,None,N,50000,0,placed,TCS,12-10-2021,Good
S5841,Meera,Female,23.0,Ece,West,2022,9.16,,Music,N,31844,2000,placed,Flipkart,05/11/2022,NA
S5842,Aisha,male,19.0,Civil,South,2019,5.69,50.11,None,No,50000,10000,placed,,,NA
S5843,Amit,Female,21.0,Mech,North,2021,6.8,N/A,None,No,74606,NA,placed,,12-10-2021,NA
S5844,Kiran,male,18.0,ECE,South,20-21,6.16,N/A,music,,50k,,placed,IBM,,Excellent
S5845,Ali,Female,21.0,MECH,East,2023,8.06,,Coding,No,50k,NA,Not placed,IBM,12-10-2021,
S5846,Arjun,Male,200.0,cse,nORTH,2019,9.3,N/A,None,No,38532,5000,,IBM,2023-05-12,Good
S5847,Simran,F,21.0,CSE,South,2020,7.47,41.97,,,50000,2000,PENDING,,,Poor
S5848,Jose,male,23.0,cse,south,2019,9.8,85%,Coding,Y,50k,0,placed,Accenture,2021/13/05,Poor
S5849,Joy,male,,Civil,East,2022,6.03,,Coding,Yes,50k,5000,Placed,,05/11/2022,
S5850,Meera,Female,21.0,Civil,nORTH,2022,5.53,85%,Coding,Yes,50000,0,,Google,,Good
S5851,Jose,M,,cse,North,2019,9.95,85%,Coding,Yes,50k,2000,,IBM,05/11/2022,Poor
S5852,Kruti,female,,Mech,West,2019,9.49,N/A,,No,,2000,PENDING,IBM,,NA
S5853,Aisha,female,21.0,CSE,East,2022,7.55,85%,Sports,No,50000,5000,PENDING,TCS,,
S5854,Ali,F,19.0,Mech,North,2023,6.48,85%,Music,,83035,0,Not placed,Flipkart,2023-05-12,
S5855,Meera,M,23.0,it,West,2021,8.77,N/A,Music,No,27056,NA,Not placed,,,Good
S5856,Kiran,M,22.0,Ece,south,2022,5.58,83.39,Music,N,50000,0,placed,Amazon,12-10-2021,Poor
S5857,Aisha,F,20.0,cse,East,20-21,7.74,,Sports,N,,NA,Not placed,Wipro,,Good
S5858,Meera,Male,,Ece,East,2022,7.88,49.27,None,No,50000,,PENDING,Accenture,12-10-2021,
S5859,Neha,Male,19.0,cse,West,2021,4.81,72.4,Drama,Y,,2000,PENDING,Accenture,2023-05-12,Poor
S5860,Rohan,male,18.0,IT,South,2022,7.35,87.95,,Y,,,Not placed,Accenture,2021/13/05,Excellent
S5861,Kabir C,female,22.0,Ece,North,2023,7.83,N/A,Coding,Yes,50k,2000,PENDING,Accenture,2023-05-12,Excellent
S5862,Arjun,F,20.0,it,East,2021,7.1,62.58,music,Y,34925,0,Not placed,Accenture,2021/13/05,NA
S5863,Vikram A,female,21.0,cse,South,2023,4.83,,,Y,50k,10000,placed,Infosys,2021/13/05,NA
S5864,Harsh A,male,19.0,IT,West,2023,5.72,N/A,Coding,No,50000,0,,TCS,,NA
S5865,Kiran,M,19.0,cse,North,2022,7.3,85%,Drama,N,50000,NA,PENDING,Wipro,12-10-2021,NA
S5866,Meera,female,,ECE,South,2021,5.72,50.0,Drama,,,5000,,,12-10-2021,Good
S5867,Zoya,Male,200.0,Civil,West,2020,4.94,N/A,Coding,N,50k,5000,PENDING,Accenture,12-10-2021,avg
S5868,Simran,male,19.0,cse,North,20-21,9.19,95.8,,,,0,Placed,None,12-10-2021,Poor
S5869,Neha,Male,22.0,it,West,2023,8.37,85%,music,N,50000,NA,,Amazon,12-10-2021,Good
S5870,Vikram,F,200.0,ECE,nORTH,2023,7.54,,Coding,Yes,,5000,Placed,Google,12-10-2021,
S5871,Rahul,male,18.0,MECH,nORTH,2020,7.11,58.4,music,Y,33800,0,,TCS,2023-05-12,NA
S5872,Arjun,Male,18.0,CSE,south,20-21,6.54,N/A,,Y,,5000,Not placed,TCS,05/11/2022,
S5873,Sneha,female,22.0,cse,West,20-21,8.62,55.71,music,Yes,65276,5000,,Accenture,2021/13/05,Excellent
S5874,Rahul,male,19.0,CSE,nORTH,2023,9.83,,Sports,Y,,,Not placed,Flipkart,,
S5875,Ali,female,19.0,Mech,North,2021,6.54,89.37,music,Yes,50k,10000,Not placed,Google,12-10-2021,
S5876,Rohan,Female,21.0,ECE,North,2021,7.03,N/A,Drama,Y,50k,,PENDING,Amazon,12-10-2021,NA
S5877,Zoya,Male,21.0,ECE,nORTH,20-21,8.48,,,Yes,50255,10000,,None,2023-05-12,Poor
S5878,Simran C,female,18.0,Ece,North,2023,8.88,72.44,music,Y,33510,0,PENDING,Amazon,05/11/2022,Good
S5879,Rohan,Male,21.0,it,West,2023,7.73,N/A,Music,,57328,0,placed,IBM,2023-05-12,Excellent
S5880,Amit,female,21.0,Ece,South,2022,5.42,94.54,Drama,No,,10000,Placed,Google,2023-05-12,Good
S5881,Joy B,M,,CIVIL,south,20-21,8.71,,Coding,Yes,46461,0,PENDING,TCS,12-10-2021,Poor
S5882,Kiran,male,21.0,it,East,2022,6.32,68.18,Sports,N,69735,10000,placed,IBM,2021/13/05,Good
S5883,Priya,female,22.0,cse,South,20-21,7.86,,Sports,,59561,NA,Placed,Amazon,2023-05-12,NA
S5884,Vikram,Female,200.0,CIVIL,North,2022,9.48,,Sports,Y,,0,placed,Amazon,05/11/2022,Poor
S5885,Vikram,Female,200.0,IT,East,20-21,7.9,,Music,No,31320,2000,Placed,,2021/13/05,Good
S5886,Zoya,male,22.0,IT,East,2022,4.75,N/A,Music,Y,50k,,Not placed,Flipkart,05/11/2022,
S5887,Fatima,male,22.0,IT,south,20-21,4.74,N/A,None,No,50000,5000,placed,Amazon,2023-05-12,avg
S5888,Joy B,M,23.0,ECE,West,2023,6.97,85%,Music,No,21694,10000,Placed,TCS,,Excellent
S5889,Aisha,Male,200.0,CIVIL,North,2021,,,,Y,24944,10000,,Wipro,05/11/2022,Good
S5890,Kiran,M,20.0,CSE,West,2020,6.14,47.87,Coding,Yes,50k,2000,placed,Accenture,2021/13/05,NA
S5891,Fatima,female,21.0,cse,South,2022,8.82,75.88,Drama,,78921,0,placed,,2023-05-12,NA
S5892,Joy,Female,22.0,Ece,North,2022,8.83,85%,Sports,No,84599,5000,PENDING,,2021/13/05,NA
S5893,Arjun A,Male,18.0,it,south,2020,8.06,N/A,None,Y,95672,10000,Not placed,Infosys,12-10-2021,avg
S5894,Meera,Male,200.0,IT,nORTH,2023,9.05,N/A,Music,,50k,NA,Placed,,12-10-2021,Excellent
S5895,Meera,Male,20.0,CIVIL,South,2022,7.45,N/A,Sports,Yes,50697,0,Placed,None,2021/13/05,Excellent
S5896,Neha,M,,MECH,West,2022,8.2,,Sports,No,,,Placed,None,12-10-2021,Good
S5897,Jose,Female,20.0,Ece,nORTH,2022,4.2,70.95,Sports,Yes,,NA,placed,,12-10-2021,Good
S5898,Aisha,male,18.0,CSE,West,2021,8.43,N/A,,N,50k,0,Placed,TCS,2023-05-12,Good
S5899,Priya,female,,ECE,South,2019,,85%,music,N,36254,NA,PENDING,Flipkart,,Poor
S5900,Kiran,M,,Ece,south,2020,4.52,N/A,Sports,,65804,0,,Amazon,,NA
S5901,Rahul A,male,23.0,Mech,North,2019,6.56,N/A,,Y,82448,5000,Placed,Google,2021/13/05,avg
S5902,Simran,female,200.0,cse,North,2023,4.19,,Sports,Yes,,10000,Placed,Infosys,2023-05-12,Excellent
S5903,Jose,female,23.0,CSE,nORTH,2023,7.09,85%,music,Yes,50k,10000,Not placed,None,,avg
S5904,Meera,Male,200.0,it,South,2020,6.55,85%,Coding,,50000,10000,,Google,2023-05-12,Excellent
S5905,Simran,Male,20.0,Mech,East,20-21,,85%,,,27187,10000,Not placed,Accenture,2023-05-12,
S5906,Priya,M,23.0,CIVIL,nORTH,2020,8.87,N/A,music,Y,37074,,PENDING,Infosys,2021/13/05,Poor
S5907,Neha,male,,Civil,East,2021,5.26,85%,Drama,,26319,NA,placed,Wipro,05/11/2022,avg
S5908,Meera,F,,MECH,nORTH,2020,8.0,,music,Yes,50k,0,,IBM,05/11/2022,
S5909,Kiran,Male,20.0,ECE,North,2023,8.37,N/A,music,Y,50k,,Placed,Wipro,2021/13/05,
S5910,Neha,female,22.0,MECH,East,2019,6.49,,Drama,N,83408,NA,,IBM,,avg
S5911,Sneha,M,18.0,MECH,nORTH,2019,8.58,,Coding,Yes,50000,NA,Not placed,Wipro,12-10-2021,Good
S5912,Kiran,female,18.0,cse,West,2022,9.29,55.71,Music,N,50000,NA,Not placed,IBM,2021/13/05,
S5913,Sneha,male,200.0,cse,south,2021,9.31,85%,music,Y,58340,2000,placed,Google,12-10-2021,Poor
S5914,Amit,M,18.0,IT,south,2022,7.65,,Coding,No,,10000,Not placed,None,,NA
S5915,Rahul,male,21.0,cse,south,2019,7.46,98.93,Music,No,50000,10000,PENDING,Amazon,05/11/2022,avg
S5916,Priya,Male,200.0,CIVIL,East,20-21,6.97,N/A,Sports,Y,,NA,PENDING,Accenture,12-10-2021,Excellent
S5917,Neha,Female,23.0,CIVIL,North,2023,4.71,85%,Coding,No,50000,10000,Not placed,IBM,2021/13/05,Poor
S5918,Aisha,female,20.0,ECE,South,2022,6.78,85%,Coding,,50k,0,PENDING,TCS,2021/13/05,Good
S5919,Kiran,F,18.0,Mech,West,20-21,7.91,,music,No,50000,,PENDING,Infosys,,Good
S5920,Fatima,male,22.0,CSE,South,2020,6.17,85%,Music,N,50000,NA,Not placed,Infosys,2021/13/05,avg
S5921,Zoya,female,19.0,it,North,2022,8.5,85%,None,Y,50k,5000,Not placed,Google,,
S5922,Zoya,F,21.0,ECE,West,2021,8.64,N/A,Sports,No,50k,,placed,TCS,2021/13/05,Excellent
S5923,Ali B,Female,23.0,MECH,nORTH,2020,6.83,,Drama,N,,2000,Placed,IBM,,Poor
S5924,Fatima B,female,,MECH,East,2022,4.44,,Drama,No,50k,2000,Placed,Infosys,12-10-2021,NA
S5925,Zoya,F,19.0,Ece,nORTH,2022,4.73,96.1,,No,50000,10000,placed,Accenture,12-10-2021,Good
S5926,Fatima,M,21.0,Civil,West,2019,5.77,85%,,,50000,0,Placed,,05/11/2022,avg
S5927,Sneha,Male,200.0,Ece,West,2023,9.19,86.98,None,Y,50000,NA,,,,avg
S5928,Kiran,female,200.0,ECE,South,2021,6.45,85%,None,,54064,10000,placed,IBM,,avg
S5929,Meera,F,20.0,ECE,nORTH,2019,8.0,N/A,Sports,Yes,50000,10000,,Amazon,05/11/2022,NA
S5930,Priya,Female,20.0,it,South,2023,8.79,N/A,Coding,Y,50k,5000,,None,2021/13/05,
S5931,Kabir,F,200.0,CSE,south,2020,4.87,,,Y,50k,10000,Placed,Amazon,2023-05-12,Excellent
S5932,Rohan,male,21.0,Civil,East,2022,6.58,N/A,Sports,Yes,20361,2000,Not placed,Infosys,,Excellent
S5933,Rahul,Male,200.0,Mech,West,2022,9.6,66.11,music,,34253,,,Flipkart,2023-05-12,Poor
S5934,Sneha,female,22.0,CSE,South,2022,7.04,85%,Music,Y,50000,10000,,IBM,2021/13/05,Good
S5935,Zoya,Male,19.0,it,South,2022,,57.31,Coding,No,99647,NA,,None,12-10-2021,avg
S5936,Meera,Female,23.0,CSE,North,20-21,4.32,51.98,None,No,50k,0,PENDING,Wipro,,NA
S5937,Joy,female,22.0,Mech,East,2022,6.71,N/A,music,No,79465,,PENDING,Wipro,12-10-2021,Poor
S5938,Simran,Female,22.0,ECE,South,20-21,9.42,N/A,,N,50k,10000,placed,IBM,12-10-2021,avg
S5939,Meera,F,20.0,IT,South,2023,4.26,N/A,Music,No,50000,2000,PENDING,Amazon,05/11/2022,
S5940,Sneha,M,18.0,Mech,West,2023,6.7,N/A,Sports,Yes,50000,,,Google,12-10-2021,avg
S5941,Vikram,Female,22.0,ECE,south,20-21,8.6,,Drama,No,50k,0,Placed,Accenture,05/11/2022,
S5942,Ali C,female,23.0,ECE,nORTH,2020,7.37,N/A,music,,50000,2000,Placed,Infosys,05/11/2022,NA
S5943,Rahul,male,,IT,nORTH,2023,8.44,85%,music,Y,97336,,placed,Wipro,,
S5944,Vikram,male,18.0,Civil,nORTH,20-21,7.23,85%,Drama,Yes,50000,10000,Placed,None,,Poor
S5945,Harsh,M,19.0,Mech,South,2019,8.92,85%,music,,50000,0,placed,Infosys,2023-05-12,
S5946,Priya,M,22.0,CSE,West,2022,7.42,N/A,None,Yes,50k,5000,Placed,TCS,05/11/2022,Poor
S5947,Kabir,Female,18.0,ECE,East,2021,4.81,85%,,Y,91357,0,placed,,05/11/2022,Good
S5948,Priya,F,,MECH,West,2019,6.44,,Sports,Y,50k,5000,PENDING,TCS,12-10-2021,Good
S5949,Kiran,F,18.0,ECE,nORTH,2023,4.95,47.43,Sports,N,,10000,Placed,IBM,2023-05-12,Excellent
S5950,Zoya,M,200.0,CSE,south,2021,,85%,Music,N,99749,,Placed,Google,05/11/2022,Good
S5951,Kruti,female,200.0,it,East,2022,5.53,72.75,,No,50000,,Placed,Infosys,12-10-2021,Excellent
S5952,Amit,Male,20.0,cse,nORTH,2022,7.12,N/A,Drama,N,66635,0,Not placed,Google,05/11/2022,Poor
S5953,Kruti,F,20.0,Civil,West,2023,8.73,N/A,Music,No,50k,2000,Placed,Accenture,12-10-2021,Good
S5954,Harsh,M,19.0,CSE,South,2023,6.73,47.24,,N,,5000,Not placed,None,,Good
S5955,Neha,Male,20.0,it,south,2022,8.63,67.35,music,Yes,50000,NA,,TCS,2021/13/05,Excellent
S5956,Harsh,female,18.0,Ece,North,2023,5.63,,Coding,Yes,50k,,PENDING,Infosys,05/11/2022,NA
S5957,Kruti,male,,IT,South,2022,5.61,61.2,Sports,N,50k,10000,placed,Accenture,12-10-2021,Excellent
S5958,Priya,M,19.0,CSE,south,20-21,9.85,65.52,Coding,No,50k,,Not placed,,05/11/2022,NA
S5959,Sneha A,F,21.0,Ece,south,2022,9.07,43.37,Music,N,50000,0,,Wipro,2023-05-12,Poor
S5960,Vikram,female,200.0,ECE,South,20-21,7.53,79.34,Music,,50k,NA,placed,Wipro,05/11/2022,Excellent
S5961,Priya,M,23.0,Civil,West,2019,7.06,85%,None,Y,96103,0,Not placed,Google,2023-05-12,
S5962,Priya,male,18.0,ECE,North,2022,5.34,N/A,Music,Y,,NA,Placed,Google,12-10-2021,NA
S5963,Priya,male,21.0,Mech,south,20-21,8.92,85%,None,Y,,5000,placed,Google,2023-05-12,Poor
S5964,Aisha,Female,,Ece,nORTH,2019,8.2,85%,Music,N,75040,5000,,,12-10-2021,Good
S5965,Kruti,Female,22.0,CIVIL,South,2019,,,music,N,50000,,Not placed,TCS,2021/13/05,
S5966,Sneha,Female,20.0,it,nORTH,2022,8.14,85%,,Yes,50000,NA,placed,Flipkart,2021/13/05,avg
S5967,Vikram,Male,22.0,CSE,south,20-21,6.66,47.12,Sports,No,50000,2000,,TCS,05/11/2022,NA
S5968,Kiran,Female,22.0,Civil,East,2023,5.17,N/A,None,No,,2000,Not placed,Wipro,12-10-2021,Excellent
S5969,Kabir,male,20.0,CIVIL,South,2021,8.11,86.25,Coding,Y,50k,2000,,Infosys,,avg
S5970,Meera,Male,20.0,it,South,2021,4.11,85%,Drama,No,50k,,Placed,Amazon,2021/13/05,Poor
S5971,Harsh B,Male,20.0,cse,North,2022,9.83,85%,None,No,82115,10000,PENDING,Google,05/11/2022,avg
S5972,Kabir,Female,20.0,it,North,20-21,9.43,85%,None,No,,0,Not placed,Infosys,2021/13/05,Poor
S5973,Harsh,M,23.0,Mech,nORTH,2022,,85%,Music,N,50k,0,Not placed,Google,12-10-2021,NA
S5974,Priya B,female,18.0,IT,North,2022,7.24,57.68,None,No,,10000,placed,IBM,2023-05-12,Poor
S5975,Kruti,female,22.0,MECH,south,2020,,,Drama,Yes,62415,2000,placed,Amazon,05/11/2022,
S5976,Meera,male,22.0,Civil,West,2022,9.35,80.29,None,Yes,50k,,placed,Google,2023-05-12,Poor
S5977,Amit,Female,20.0,Ece,East,2019,9.38,85%,Sports,N,50k,NA,PENDING,Wipro,12-10-2021,
S5978,Kiran,female,20.0,cse,East,2023,8.83,N/A,None,Yes,50k,5000,Placed,IBM,,Good
S5979,Ali,Female,18.0,it,East,2021,8.97,N/A,Sports,Yes,50k,2000,Placed,Wipro,2021/13/05,Good
S5980,Rohan,M,20.0,Ece,West,2021,9.06,93.55,Coding,N,,5000,,,05/11/2022,
S5981,Rahul,male,200.0,Ece,South,2019,5.29,,Music,,77230,0,Not placed,None,,
S5982,Kabir,M,18.0,Mech,nORTH,2021,8.32,75.2,Drama,N,50000,5000,,Accenture,12-10-2021,
S5983,Ali,F,22.0,it,south,20-21,7.45,,Music,Yes,50000,,Not placed,,,avg
S5984,Amit,Female,200.0,cse,East,2020,8.15,N/A,Sports,No,50000,0,PENDING,Infosys,05/11/2022,avg
S5985,Rahul,Female,23.0,cse,nORTH,2020,7.1,85%,Coding,Yes,50k,10000,,Google,2023-05-12,NA
S5986,Aisha,Male,19.0,MECH,south,2021,6.37,85%,Coding,Y,50000,0,Placed,Accenture,2023-05-12,Excellent
S5987,Amit,female,200.0,IT,East,2020,9.81,85%,Music,Yes,50k,5000,PENDING,Flipkart,05/11/2022,Good
S5988,Ali,M,21.0,Ece,West,2022,6.59,85%,Music,Y,,NA,PENDING,Infosys,05/11/2022,Excellent
S5989,Sneha,female,20.0,MECH,nORTH,2020,5.26,N/A,,N,50000,10000,Placed,Infosys,,
S5990,Aisha,Female,200.0,CIVIL,South,2022,7.22,N/A,Drama,Yes,50k,NA,PENDING,Accenture,,NA
S5991,Simran,male,,MECH,North,2022,7.1,N/A,music,Yes,50000,5000,Not placed,TCS,12-10-2021,Good
S5992,Fatima,male,21.0,CSE,South,2023,6.25,,,Y,,5000,Not placed,Wipro,2023-05-12,NA
S5993,Amit,M,,CSE,south,2019,4.56,70.3,Drama,N,,2000,Placed,Infosys,2023-05-12,Poor
S5994,Fatima,M,19.0,cse,nORTH,2022,5.91,,Sports,No,50000,,Placed,TCS,05/11/2022,Excellent
S5995,Priya,female,21.0,CSE,East,2023,8.74,85%,Sports,Yes,50k,NA,PENDING,Flipkart,05/11/2022,
S5996,Rahul,male,,Civil,south,2023,9.37,N/A,Drama,No,71705,0,Not placed,Accenture,,Poor
S5997,Jose,male,18.0,MECH,nORTH,2019,6.33,N/A,Sports,Y,50k,,,TCS,2023-05-12,avg
S5998,Simran,female,18.0,cse,South,20-21,8.2,85%,Music,Yes,50000,NA,PENDING,Amazon,2021/13/05,Poor
S5999,Ali,female,22.0,cse,West,2023,5.96,,Music,,25049,2000,placed,Accenture,2023-05-12,NA
S6000,Rahul,Female,22.0,Mech,South,2020,,N/A,Coding,Yes,50000,2000,PENDING,Amazon,2021/13/05,NA
S6001,Jose,Male,200.0,MECH,South,2020,5.22,,Sports,No,50k,NA,PENDING,Wipro,,avg
S6002,Harsh C,Male,19.0,Civil,West,2021,8.81,66.75,Sports,No,50000,,Not placed,Accenture,,NA
S6003,Kruti,M,19.0,ECE,North,2023,9.83,85%,music,Yes,50000,NA,,None,12-10-2021,Excellent
S6004,Priya,male,200.0,cse,North,20-21,8.08,85%,music,N,,NA,Placed,Wipro,05/11/2022,Good
S6005,Kruti,M,23.0,CIVIL,West,2022,4.47,85%,Drama,N,50k,NA,placed,TCS,05/11/2022,avg
S6006,Meera,M,21.0,MECH,South,2021,9.12,N/A,Sports,Y,41103,,placed,Wipro,2023-05-12,Good
S6007,Simran,male,18.0,Mech,South,2022,6.2,,Drama,Y,50k,10000,Not placed,None,12-10-2021,Poor
S6008,Sneha,F,200.0,CSE,East,20-21,9.23,85%,Music,N,,2000,,Accenture,,avg
S6009,Ali,male,200.0,CIVIL,nORTH,2021,4.24,60.28,Sports,N,43815,0,placed,TCS,05/11/2022,avg
S6010,Sneha,Female,23.0,MECH,nORTH,2023,,85%,None,,,NA,placed,Amazon,12-10-2021,Poor
S6011,Neha,male,22.0,CIVIL,south,2019,9.56,60.53,Music,Yes,73756,10000,Not placed,Infosys,12-10-2021,avg
S6012,Zoya,M,21.0,MECH,nORTH,2019,5.12,75.58,Sports,No,50000,2000,Placed,TCS,05/11/2022,
S6013,Aisha,Female,21.0,IT,West,2019,6.49,,Sports,Yes,50k,,placed,Google,2021/13/05,Poor
S6014,Rahul,Female,22.0,Mech,nORTH,2019,7.86,53.37,None,Yes,40056,10000,placed,Google,05/11/2022,NA
S6015,Jose,female,22.0,CIVIL,East,2020,9.86,85%,None,N,50000,NA,placed,Amazon,2023-05-12,Poor
S6016,Zoya,male,,MECH,West,2021,8.39,85%,Coding,Yes,50k,2000,Not placed,None,2021/13/05,Excellent
S6017,Zoya,female,19.0,Ece,North,2021,6.14,64.63,Sports,Yes,,10000,PENDING,None,12-10-2021,Poor
S6018,Priya,male,20.0,IT,south,2022,4.23,85%,None,N,50k,,Not placed,Google,2021/13/05,Good
S6019,Fatima,Female,23.0,CIVIL,West,2023,6.77,,None,Yes,65389,10000,Not placed,Accenture,2023-05-12,Good
S6020,Kruti,Male,20.0,CSE,nORTH,2023,6.33,,,No,87763,NA,Placed,Amazon,12-10-2021,Excellent
S6021,Harsh,Male,22.0,CIVIL,nORTH,2022,,,,No,50000,5000,placed,Google,05/11/2022,
S6022,Jose,Male,21.0,MECH,nORTH,20-21,7.75,,Sports,,50000,,,TCS,05/11/2022,Poor
S6023,Priya,Male,20.0,ECE,South,2022,4.22,85%,,Y,50000,,Placed,Amazon,05/11/2022,
S6024,Ali,M,22.0,CSE,South,2023,6.14,,Sports,Yes,50000,0,PENDING,Google,2021/13/05,Poor
S6025,Vikram,F,23.0,cse,West,2021,6.06,85%,Sports,N,50000,,,IBM,2023-05-12,Excellent
